TCP,document_id,estc_id,tcp_author,ecco_author,tcp_title,ecco_title,tcp_year,ecco_year,tcp_pages,ecco_pages,tcp_volume_number,tcp_total_volumes,ecco_volume_number,ecco_total_volumes,author_score,title_score,year_score,pages_score,match_score,volume_match_found,correct
K090248.000,10000200,T112694,"Lewis, Mayer.","Lewis, Mayer","An essay on the formation, structure, and use of the teeth: With a supplement, ... By Mayer Lewis, ...","An essay on the formation, structure, and use of the teeth. With a supplement, Containing The necessary Directions and Instructions for cleaning and preserving them. Wherein The Opinions of some ancient and modern Writers on the Subject, will be impartially considered. By Mayer Lewis, Operator for the Teeth in Oxford. Dedicated to the Gentlemen of that University.",1772,1772,40,40,1,1,1,1,100,100,100,100,100,TRUE,Y
K090928.000,209300300,T113540,"Colbatch, John, Sir, 1670-1729.","Colbatch, John, Sir","A dissertation concerning misletoe: a most wonderful specific remedy for the cure of convulsive distempers. ... By Sir John Colbatch, ...","A dissertation concerning misletoe: a most wonderful specifick remedy for the cure of convulsive distempers. Calculated for the Benefit of the Poor as well as the Rich, and heartily recommended for the Common Good of Mankind. By Sir John Colbatch, a Member of the College of Physicians.",1719,1719,35,35,1,1,1,1,100,100,100,100,100,TRUE,Y
K091366.000,311300100,T114144,"Lloyd, Robert, 1733-1764.","Lloyd, Robert","Poems. By Robert Lloyd, A.M","Poems. By Robert Lloyd, A.M.",1762,1762,289,289,1,1,1,1,100,100,100,100,100,TRUE,Y
K093172.000,185201300,T116355,"Guybon, Francis, 1673-1751.","Guybon, Francis","An essay concerning the growth of empiricism; or the encouragement of quacks. ... By Fran. Guybon, M.D","An essay concerning the growth of empiricism; or the encouragement of quacks. Wherein The Present State of Physick in this Kingdom is fairly represented; with some Reasons for the Necessity of a Regulation in the Practice of it. Humbly offer'd to the Consideration of the Queen's Majesty, and the Parliament of Great Britain. By Fran. Guybon, M.D.",1712,1712,91,91,1,1,1,1,100,100,100,100,100,TRUE,Y
K093533.000,188100200,T116781,"Cunningham, John, 1729-1773.","Cunningham, John","Poems, chiefly pastoral: By John Cunningham.","Poems, chiefly pastoral. By John Cunningham.",1766,1766,255,255,1,1,1,1,100,100,100,100,100,TRUE,Y
K095553.000,664002000,T119241,"Butler, Sarah, Mrs.","Butler, Sarah, Mrs","Irish tales: or, instructive histories for the happy conduct of life. ... By Mrs. Sarah Butler.","Irish tales: or, instructive histories for the happy conduct of life. Containing the following Events. Viz. I. The Captivated Monarch. II. The Banish'd Prince. III. The Power of Beauty. IV. The Distrest Lovers. V. The Perfidious Gallant. VI. The Constant Fair-One. Vii. The Generous Rival. Viii The Inhuman Father. IX. The Depos'd Usurper. X. The Punishment of Ungenerous Love. By Mrs. Sarah Butler.",1716,1716,153,153,1,1,1,1,100,100,100,100,100,TRUE,Y
K096396.000,219200800,T120465,"Trinder, William Martin.","Trinder, William Martin","An essay concerning the outward and salutary application of oils on the human body: By the Rev. William Martin Trinder, MD.","An essay concerning the outward and salutary application of oils on the human body. By the Rev. William Martin Trinder, MD.",1797,1797,31,31,1,1,1,1,100,100,100,100,100,TRUE,Y
K098942.000,468001300,T123974,"Way, G. L. (Gregory Lewis), d. 1799.","Way, G. L. (Gregory Lewis)           1799","Poems, by a gentleman","Poems, by a gentleman.",1782,1782,20,20,1,1,1,1,100,100,100,100,100,TRUE,Y
K101518.000,274601000,T127475,Physician.,Physician,The parent's guide in the management of children in the measles: ... By a physician.,"The parent's guide in the management of children in the measles: And The Care needful to be taken of them afterwards, to prevent the fatal Consequences of that Disease; which carry off Numbers when they are supposed to be recover'd. Containing Plain Directions for their Treatment in the several Stages, and under all Symptoms; and Receipts for the few Medicines needful in this Distemper. By a physician.",1759,1759,55,55,1,1,1,1,100,100,100,100,100,TRUE,Y
K101613.000,311100800,T127593,"Lloyd, Robert, 1733-1764.","Lloyd, Robert","The tears and triump[hs] of Parnassus: an ode for music, as it is performed at the Theater Royal in Drury Lane.","The tears and triump[hs] of Parnassus: an ode for musick, as it is perform'd at the Theatre-Royal in Drury-Lane.",1760,1760,11,11,1,1,1,1,100,100,100,100,100,TRUE,Y
K107078.001,642400501,T135343,Authoress of Emeline.,Authoress of Emeline,"The triumph of prudence over passion: or, the history of Miss Mortimer and Miss Fitzgerald. By the authoress of Emeline. In two volumes. ...","The triumph of prudence over passion: or, the history of Miss Mortimer and Miss Fitzgerald. By the authoress of Emeline. In two volumes. ...",1781,1781,228,228,1,2,1,2,100,100,100,100,100,TRUE,Y
K107078.002,642400502,T135343,Authoress of Emeline.,Authoress of Emeline,"The triumph of prudence over passion: or, the history of Miss Mortimer and Miss Fitzgerald. By the authoress of Emeline. In two volumes. ...","The triumph of prudence over passion: or, the history of Miss Mortimer and Miss Fitzgerald. By the authoress of Emeline. In two volumes. ...",1781,1781,196,196,2,2,2,2,100,100,100,100,100,TRUE,Y
K110818.000,198101900,T140689,Late pupil of Dr. Leake's.,Late pupil of Dr. Leake's,"A vindication of the forceps described and recommended by Dr. Leake: in which, the injudicious and illiberal remarks on that subject, signed Thomas Denman, are examined and refuted. By a late pupil of Dr. Leake's.","A vindication of the forceps described and recommended by Dr. Leake; in which, the injudicious and illiberal remarks on that subject, signed Thomas Denman, are examined and refuted. By a late pupil of Dr. Leake's.",1774,1774,21,21,1,1,1,1,100,100,100,100,100,TRUE,Y
K111112.000,758301300,T141109,"Cunningham, John, 1729-1773.","Cunningham, John",An elegy on a pile of ruins: By J. Cunningham.,An elegy on a pile of ruins. By J. Cunningham.,1761,1761,17,17,1,1,1,1,100,100,100,100,100,TRUE,Y
K112188.000,394000100,T144057,"Bickerstaff, Isaac, Jun.","Bickerstaff, Isaac, Jun","The modern poetasters: or, directors no conjurers. A farce. On the famous ode writers, satyrists, panegyrists, &c. of the present times; ... Written by Isaac Bickerstaff, jun. Esquire;.","The modern poetasters: or, directors no conjurers. A farce. On the famous ode writers, satyrists, panegyrists, &c. of the present times; and their Patrons, &c. with The Character, and True Picture, of a late Director, and some Others. and An Entertaining Original Scene of Mother W-yb-n's Theatre, as Acted in the Hundreds of Drury, by several Poets, Directors, &c. Also an epilogue on the Times. Written by Isaac Bickerstaff, jun. Esq;",1721,1721,30,30,1,1,1,1,100,100,100,100,100,TRUE,Y
K113134.000,661000200,T145429,"King, Thomas.","King, Thomas","Fossils, remains of animals and vegetables, minerals, recent shells, corals, and other curious subjects of natural history. Catalogue of the genuine and entire museum of curious subjects of natural history, of John Strange, Esquire. ... Which will be sold by auction, ... by Mr. King, ... Covent Garden, on Friday, July 11, 1800,","Fossils, remains of animals and vegetables, minerals, recent shells, corals, and other curious subjects of natural history. Catalogue of the genuine and entire museum of curious subjects of natural history, of John Strange, Esq. Fellow of the Royal and Antiquary Societies, &c. Late of Portland Place, Deceased. Comprising One of the most extensive and valuable Collections in Europe, of the exuviae of Corals, Fishes, Insects, Shells, Vegetables, and other organic Remains, deposited in the Earth, at or antecedent to the universal Deluge; to the Attainment and Knowledge of which Bodies, Mr. Strange had chiefly directed his Researches and Studies, and towards their History made large Collectanea, particularly during his long Residence as British-Minister at the Court of Venice, and on his Travels in France, Germany, Italy, and especially in England and Wales; including many rare, curious, and interesting Subjects, together with a great Variety of scientific Specimens of the Calcareous, Barytical, Magnesian and Siliceous Earths, Ores of Metals, Volcanic Productions, and other Minerals and their aggregates, recent Corals, Shells, Vegetables, &c. Which will be sold by auction, By order of the Executors, and agreeable to his Will, by Mr. King, At his great room, King-Street, Covent-Garden, on Friday, July 11, 1800, And Seven following Days, (sunday excepted.) At Twelve O'Clock. May be viewed and Catalogues had at the Place of Sale, price 2s each, which will be allowed to Purchasers.",1800,1800,78,78,1,1,1,1,100,100,100,100,100,TRUE,Y
K115214.000,650600600,T149712,"Le Tellier, medecin de Peronne.","Le Tellier, m̩decin de Peronne","Critical reflections upon the emmenology of Dr. Friend. By Dr. Le Tellier, ... Translated from the French; Reflections critiques sur l'emmenologie. English","Critical reflections upon the emmenology of Dr. Freind. By Dr. Le Tellier, a French Physician. Translated from the French.",1731,1731,82,82,1,1,1,1,100,100,100,100,100,TRUE,Y
K119291.000,1039000100,T168817,"Denman, Thomas, 1733-1815.","Denman, Thomas",Remarks on Dr. Leake's paper on the use of his forceps,Remarks on Dr. Leake's paper on the use of his forceps.,1773,1773,7,7,1,1,1,1,100,100,100,100,100,TRUE,Y
K119392.000,1135400700,T169458,"Howlett, John, 1731-1804.","Howlett, John","Observations on the increased population, healthiness, &c. of the town of Maidstone","Observations on the increased population, Healthiness, &c. of The town of Maidstone.",1782,1782,21,21,1,1,1,1,100,100,100,100,100,TRUE,Y
K122077.000,1045501400,T180177,"King, Thomas, 1730-1805.","King, Thomas","Like master, like man: A comedy of two acts. Altered from Sir John Vanbrugh. As performed at the Theater, in Smock-Alley.","Like master, like man. A comedy of two acts. Alter'd from Sir John Vanbrugh. As perform'd at the Theatre, in Smock-Alley.",1766,1766,19,19,1,1,1,1,100,100,100,100,100,TRUE,Y
K123738.000,927201300,T185724,"Logan, William, 1747-1772.","Logan, William",Observations on the effects of sea water in the scurvy and scrophula: in which a new theory of those diseases is attempted; ... By William Logan.,Observations on the effects of sea water in the scurvy and scrophula: in which a new theory of those diseases is attempted; with some Reasons why Bathing in Fresh Water must be much superior to that of the Sea. By William Logan.,1770,1770,46,46,1,1,1,1,100,100,100,100,100,TRUE,Y
K127472.000,724300100,T204294,Royal College of Surgeons of England.,Royal College of Surgeons of England,The case of the surgeons of London,The case of the surgeons of London.,1745,1745,4,4,1,1,1,1,100,100,100,100,100,TRUE,Y
K128576.000,1212400300,T211464,"Cunningham, John, brewer.","Cunningham, John, brewer","To the noblemen, gentlemen and proprietors of lands in Scotland, and inhabitants at large","To the noblemen, gentlemen and Proprietors of Lands in Scotland, and Inhabitants at large.",1781,1781,15,15,1,1,1,1,100,100,100,100,100,TRUE,Y
K135809.000,564701900,W032176,"Muir, James, 1757-1820.","Muir, James","An examination of the principles contained in The age of reason: In ten discourses. By James Muir, D.D. Minister of the Presbyterian Church, Alexandria.","An examination of the principles contained in The age of reason. In ten discourses. By James Muir, D.D. Minister of the Presbyterian Church, Alexandria.",1795,1795,165,165,1,1,1,1,100,100,100,100,100,TRUE,Y
K053268.000,209200900,T061242,"Beilby, Ralph, 1743-1817.","Beilby, Ralph",A general history of quadrupeds: The figures engraved on wood by T. Bewick.,A general history of quadrupeds. The figures engraved on wood by T. Bewick.,1790,1790,459,463,1,1,1,1,100,100,100,99.136,99.957,TRUE,Y
K001857.000,165700600,N002849,"Spilsbury, Francis.","Spilsbury, Francis","The friendly physician: A new treatise: containing rules, schemes, and particular instructions, how to select and furnish small chests with the most approved necessary medicines; ... To which are added many excellent receipts for particular disorders. Collected from private practice, by F. Spilsbury, chemist.","The friendly physician. A new treatise: containing rules, schemes, and particular instructions, how to select and furnish small chests with the most approved necessary medicines; ... To which are added many excellent receipts for particular disorders. Collected from private practice, by F. Spilsbury, chymist.",1773,1773,56,54,1,1,1,1,100,100,100,96.429,99.821,TRUE,Y
